CARCD,CARENDAT,CARMDL,CARSFX,CARTYP,CDP_IMPDT,EXCD,FENDAT,FRAN,ISADT,KEYNO,LOADT,LSKIDT,MTDT,MT_DLRBRNH,PRODDT,REDLDT,SABRNH,SADLR,SALEDT,SASALR,SEDLDT,STRDT,STR_DLRBRNH,STSCD,STSDT,STS_DLRBRNH,TRCANO,UCBRNH,UCDELIMILES,UCDELIVIDT,UCDLR,UCENSURTYP,UCGUABKNM,UCOCGUAEXP,UCOCGUAMIL,UCSALE,UCUCGUAEXP,UCUCGUAMIL,UENDAT,VDS,WMI,YYMDL,LSKIDT_fix,SEDLDT_fix,REDLDT_fix,LSKIDT_stamp,LICSNO,STATUS,CARNM,CARNM_M,BDNO,EGNO,VIN
,,,,,,,,,,,,,,,,,,,,,,1988-04-05T00:00:00.000+08:00,,1,,,,,,2017-03-13T00:00:00.000+08:00,,,,,,,,,,,,,,,,1988-04-05T00:00:00.000+08:00,KKK,,CT200H,CT200H,roe000o0rt,tr,04900or0vo
