BDNO,CARCD,CARENDAT,CARMDL,CARSFX,CARTYP,CDP_IMPDT,EGNO,EXCD,FENDAT,FRAN,ISADT,KEYNO,LOADT,LSKIDT,MTDT,MT_DLRBRNH,PRODDT,REDLDT,SABRNH,SADLR,SALEDT,SASALR,SEDLDT,STRDT,STR_DLRBRNH,STSCD,STSDT,STS_DLRBRNH,TRCANO,UCBRNH,UCDELIMILES,UCDELIVIDT,UCDLR,UCENSURTYP,UCGUABKNM,UCOCGUAEXP,UCOCGUAMIL,UCSALE,UCUCGUAEXP,UCUCGUAMIL,UENDAT,VDS,VIN,WMI,YYMDL,LSKIDT_fix,SEDLDT_fix,REDLDT_fix,LSKIDT_stamp,LICSNO,LICSNO_upper,CARNM,CARNM_M
troe000o0rt,,,,,,,tr,,,,,,,,,,,,,,,,,1988-04-05T00:00:00.000+08:00,,1,,,,,,2017-03-13T00:00:00.000+08:00,,,,,,,,,,,004900or0vo,,,,,,1988-04-05T00:00:00.000+08:00,KKK,KKK,CT200H,CT200H
