LICSNO,CARNM,CARMDL,BDNO,EGNO,VIN,STSCD,LICSNO_upper,UCDELIVIDT
MMM,TERCEL,,troe000o0rt,tr,004900or0vo,1,MMM,2017-03-13T00:00:00.000+08:00
