LICSNO,CARNM,CARMDL,BDNO,EGNO,VIN,STSCD,LICSNO_upper,UCDELIVIDT
KKK,CT200H,,troe000o0rt,tr,004900or0vo,1,KKK,2017-03-13T00:00:00.000+08:00
