LICSNO,CARNM,CARMDL,BDNO,EGNO,VIN,UCDELIVIDT,CARNM_M,EGNO_6,BDNO_6
MMM,TERCEL,,oe000o0rt,tr,4900or0vo,2017-03-13T00:00:00.000+08:00,TERCEL,tr,
