LICSNO,CARNM,CARMDL,BDNO,EGNO,VIN,UCDELIVIDT,CARNM_M,EGNO_6,BDNO_6
KKK,CT200H,,oe000o0rt,tr,4900or0vo,2017-03-13T00:00:00.000+08:00,CT200H,tr,
